region_id,size_rank,region_name,region_type,state_name,state,metro,state_code_fips,municipal_code_fips,period_date,home_value
82925,13904,56549,zip,MN,MN,Hawley,"Fargo, ND-MN",Clay County,3/31/2011,174474.27
82908,13962,56529,zip,MN,MN,Dilworth,"Fargo, ND-MN",Clay County,3/31/2011,150219.26
83467,17971,58012,zip,ND,ND,Casselton,"Fargo, ND-MN",Cass County,3/31/2011,212347.23
83492,20326,58051,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,3/31/2011,195878.71
83519,986,58103,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,4/30/2011,157770.75
82933,1320,56560,zip,MN,MN,Moorhead,"Fargo, ND-MN",Clay County,4/30/2011,155253.92
83520,1490,58104,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,4/30/2011,208102.37
83515,2184,58078,zip,ND,ND,West Fargo,"Fargo, ND-MN",Cass County,4/30/2011,193563.28
83518,3450,58102,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,4/30/2011,168333.18
83489,13464,58047,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,4/30/2011,224409.36
82925,13904,56549,zip,MN,MN,Hawley,"Fargo, ND-MN",Clay County,4/30/2011,173677.21
82908,13962,56529,zip,MN,MN,Dilworth,"Fargo, ND-MN",Clay County,4/30/2011,149797.07
83467,17971,58012,zip,ND,ND,Casselton,"Fargo, ND-MN",Cass County,4/30/2011,212404.67
83492,20326,58051,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,4/30/2011,196763.15
83519,986,58103,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,5/31/2011,157029.30
82933,1320,56560,zip,MN,MN,Moorhead,"Fargo, ND-MN",Clay County,5/31/2011,154715.25
83520,1490,58104,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,5/31/2011,208249.16
83515,2184,58078,zip,ND,ND,West Fargo,"Fargo, ND-MN",Cass County,5/31/2011,193707.70
83518,3450,58102,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,5/31/2011,167817.36
83489,13464,58047,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,5/31/2011,225513.96
82925,13904,56549,zip,MN,MN,Hawley,"Fargo, ND-MN",Clay County,5/31/2011,173398.64
82908,13962,56529,zip,MN,MN,Dilworth,"Fargo, ND-MN",Clay County,5/31/2011,149801.73
83467,17971,58012,zip,ND,ND,Casselton,"Fargo, ND-MN",Cass County,5/31/2011,213522.01
83492,20326,58051,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,5/31/2011,197438.04
83519,986,58103,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,6/30/2011,155329.28
82933,1320,56560,zip,MN,MN,Moorhead,"Fargo, ND-MN",Clay County,6/30/2011,154705.09
83520,1490,58104,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,6/30/2011,208014.03
83515,2184,58078,zip,ND,ND,West Fargo,"Fargo, ND-MN",Cass County,6/30/2011,191892.97
83518,3450,58102,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,6/30/2011,165633.62
83489,13464,58047,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,6/30/2011,224632.61
82925,13904,56549,zip,MN,MN,Hawley,"Fargo, ND-MN",Clay County,6/30/2011,173409.64
82908,13962,56529,zip,MN,MN,Dilworth,"Fargo, ND-MN",Clay County,6/30/2011,150014.39
83467,17971,58012,zip,ND,ND,Casselton,"Fargo, ND-MN",Cass County,6/30/2011,211736.97
83492,20326,58051,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,6/30/2011,195071.31
83519,986,58103,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,7/31/2011,153533.68
82933,1320,56560,zip,MN,MN,Moorhead,"Fargo, ND-MN",Clay County,7/31/2011,154977.12
83520,1490,58104,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,7/31/2011,207775.15
83515,2184,58078,zip,ND,ND,West Fargo,"Fargo, ND-MN",Cass County,7/31/2011,189422.51
83518,3450,58102,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,7/31/2011,162896.98
83489,13464,58047,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,7/31/2011,222405.79
82925,13904,56549,zip,MN,MN,Hawley,"Fargo, ND-MN",Clay County,7/31/2011,173810.64
82908,13962,56529,zip,MN,MN,Dilworth,"Fargo, ND-MN",Clay County,7/31/2011,150472.97
83467,17971,58012,zip,ND,ND,Casselton,"Fargo, ND-MN",Cass County,7/31/2011,207622.32
83492,20326,58051,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,7/31/2011,190219.75
83519,986,58103,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,8/31/2011,152350.51
82933,1320,56560,zip,MN,MN,Moorhead,"Fargo, ND-MN",Clay County,8/31/2011,155310.52
83520,1490,58104,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,8/31/2011,207619.96
83515,2184,58078,zip,ND,ND,West Fargo,"Fargo, ND-MN",Cass County,8/31/2011,187572.51
83518,3450,58102,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,8/31/2011,160461.92
83489,13464,58047,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,8/31/2011,220031.56
82925,13904,56549,zip,MN,MN,Hawley,"Fargo, ND-MN",Clay County,8/31/2011,174553.61
82908,13962,56529,zip,MN,MN,Dilworth,"Fargo, ND-MN",Clay County,8/31/2011,151030.83
83467,17971,58012,zip,ND,ND,Casselton,"Fargo, ND-MN",Cass County,8/31/2011,202484.46
83492,20326,58051,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,8/31/2011,185278.39
83519,986,58103,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,9/30/2011,151548.59
82933,1320,56560,zip,MN,MN,Moorhead,"Fargo, ND-MN",Clay County,9/30/2011,155548.06
83520,1490,58104,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,9/30/2011,207269.10
83515,2184,58078,zip,ND,ND,West Fargo,"Fargo, ND-MN",Cass County,9/30/2011,186211.68
83518,3450,58102,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,9/30/2011,158596.77
83489,13464,58047,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,9/30/2011,218736.76
82925,13904,56549,zip,MN,MN,Hawley,"Fargo, ND-MN",Clay County,9/30/2011,175477.74
82908,13962,56529,zip,MN,MN,Dilworth,"Fargo, ND-MN",Clay County,9/30/2011,151543.06
83467,17971,58012,zip,ND,ND,Casselton,"Fargo, ND-MN",Cass County,9/30/2011,197860.04
83492,20326,58051,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,9/30/2011,182464.23
83519,986,58103,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,10/31/2011,150798.15
82933,1320,56560,zip,MN,MN,Moorhead,"Fargo, ND-MN",Clay County,10/31/2011,155732.58
83520,1490,58104,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,10/31/2011,206861.14
83515,2184,58078,zip,ND,ND,West Fargo,"Fargo, ND-MN",Cass County,10/31/2011,185294.58
83518,3450,58102,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,10/31/2011,157140.73
83489,13464,58047,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,10/31/2011,217752.26
82925,13904,56549,zip,MN,MN,Hawley,"Fargo, ND-MN",Clay County,10/31/2011,176166.25
82908,13962,56529,zip,MN,MN,Dilworth,"Fargo, ND-MN",Clay County,10/31/2011,151704.82
83467,17971,58012,zip,ND,ND,Casselton,"Fargo, ND-MN",Cass County,10/31/2011,193876.02
83492,20326,58051,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,10/31/2011,181683.78
83519,986,58103,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,11/30/2011,150006.56
82933,1320,56560,zip,MN,MN,Moorhead,"Fargo, ND-MN",Clay County,11/30/2011,155781.71
83520,1490,58104,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,11/30/2011,205902.04
83515,2184,58078,zip,ND,ND,West Fargo,"Fargo, ND-MN",Cass County,11/30/2011,184277.29
83518,3450,58102,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,11/30/2011,156047.91
83489,13464,58047,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,11/30/2011,215667.52
82925,13904,56549,zip,MN,MN,Hawley,"Fargo, ND-MN",Clay County,11/30/2011,176284.37
82908,13962,56529,zip,MN,MN,Dilworth,"Fargo, ND-MN",Clay County,11/30/2011,151544.97
83467,17971,58012,zip,ND,ND,Casselton,"Fargo, ND-MN",Cass County,11/30/2011,191095.78
83492,20326,58051,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,11/30/2011,181006.22
83519,986,58103,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,12/31/2011,149196.81
82933,1320,56560,zip,MN,MN,Moorhead,"Fargo, ND-MN",Clay County,12/31/2011,155690.45
83520,1490,58104,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,12/31/2011,205329.33
83515,2184,58078,zip,ND,ND,West Fargo,"Fargo, ND-MN",Cass County,12/31/2011,183339.59
83518,3450,58102,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,12/31/2011,155222.50
83489,13464,58047,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,12/31/2011,213803.59
82925,13904,56549,zip,MN,MN,Hawley,"Fargo, ND-MN",Clay County,12/31/2011,176247.43
82908,13962,56529,zip,MN,MN,Dilworth,"Fargo, ND-MN",Clay County,12/31/2011,151194.79
83467,17971,58012,zip,ND,ND,Casselton,"Fargo, ND-MN",Cass County,12/31/2011,188961.45
83492,20326,58051,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,12/31/2011,179642.24
83519,986,58103,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,1/31/2012,148297.60
82933,1320,56560,zip,MN,MN,Moorhead,"Fargo, ND-MN",Clay County,1/31/2012,155548.68
83520,1490,58104,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,1/31/2012,204848.02
83515,2184,58078,zip,ND,ND,West Fargo,"Fargo, ND-MN",Cass County,1/31/2012,182258.45
83518,3450,58102,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,1/31/2012,154007.61
83489,13464,58047,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,1/31/2012,212536.39
82925,13904,56549,zip,MN,MN,Hawley,"Fargo, ND-MN",Clay County,1/31/2012,176190.95
82908,13962,56529,zip,MN,MN,Dilworth,"Fargo, ND-MN",Clay County,1/31/2012,150737.49
83467,17971,58012,zip,ND,ND,Casselton,"Fargo, ND-MN",Cass County,1/31/2012,186805.47
83492,20326,58051,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,1/31/2012,178871.16
83519,986,58103,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,2/29/2012,147470.88
82933,1320,56560,zip,MN,MN,Moorhead,"Fargo, ND-MN",Clay County,2/29/2012,155602.05
83520,1490,58104,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,2/29/2012,204681.20
83515,2184,58078,zip,ND,ND,West Fargo,"Fargo, ND-MN",Cass County,2/29/2012,181633.31
83518,3450,58102,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,2/29/2012,152885.89
83489,13464,58047,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,2/29/2012,211709.23
82925,13904,56549,zip,MN,MN,Hawley,"Fargo, ND-MN",Clay County,2/29/2012,176707.22
82908,13962,56529,zip,MN,MN,Dilworth,"Fargo, ND-MN",Clay County,2/29/2012,150483.77
83467,17971,58012,zip,ND,ND,Casselton,"Fargo, ND-MN",Cass County,2/29/2012,184607.39
83492,20326,58051,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,2/29/2012,178496.69
83519,986,58103,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,3/31/2012,146991.13
82933,1320,56560,zip,MN,MN,Moorhead,"Fargo, ND-MN",Clay County,3/31/2012,155701.62
83520,1490,58104,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,3/31/2012,204960.26
83515,2184,58078,zip,ND,ND,West Fargo,"Fargo, ND-MN",Cass County,3/31/2012,181554.30
83518,3450,58102,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,3/31/2012,152078.63
83489,13464,58047,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,3/31/2012,211825.47
82925,13904,56549,zip,MN,MN,Hawley,"Fargo, ND-MN",Clay County,3/31/2012,177701.48
82908,13962,56529,zip,MN,MN,Dilworth,"Fargo, ND-MN",Clay County,3/31/2012,150768.11
83467,17971,58012,zip,ND,ND,Casselton,"Fargo, ND-MN",Cass County,3/31/2012,183409.35
83492,20326,58051,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,3/31/2012,178732.66
83519,986,58103,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,4/30/2012,146500.87
82933,1320,56560,zip,MN,MN,Moorhead,"Fargo, ND-MN",Clay County,4/30/2012,155786.31
83520,1490,58104,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,4/30/2012,204976.06
83515,2184,58078,zip,ND,ND,West Fargo,"Fargo, ND-MN",Cass County,4/30/2012,181425.30
83518,3450,58102,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,4/30/2012,151494.32
83489,13464,58047,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,4/30/2012,211509.94
82925,13904,56549,zip,MN,MN,Hawley,"Fargo, ND-MN",Clay County,4/30/2012,178868.59
82908,13962,56529,zip,MN,MN,Dilworth,"Fargo, ND-MN",Clay County,4/30/2012,151612.23
83467,17971,58012,zip,ND,ND,Casselton,"Fargo, ND-MN",Cass County,4/30/2012,182945.31
83492,20326,58051,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,4/30/2012,178389.18
83519,986,58103,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,5/31/2012,146164.26
82933,1320,56560,zip,MN,MN,Moorhead,"Fargo, ND-MN",Clay County,5/31/2012,155464.35
83520,1490,58104,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,5/31/2012,205151.84
83515,2184,58078,zip,ND,ND,West Fargo,"Fargo, ND-MN",Cass County,5/31/2012,181213.10
83518,3450,58102,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,5/31/2012,151043.89
83489,13464,58047,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,5/31/2012,211599.35
82925,13904,56549,zip,MN,MN,Hawley,"Fargo, ND-MN",Clay County,5/31/2012,179575.15
82908,13962,56529,zip,MN,MN,Dilworth,"Fargo, ND-MN",Clay County,5/31/2012,152468.20
83467,17971,58012,zip,ND,ND,Casselton,"Fargo, ND-MN",Cass County,5/31/2012,183008.52
83492,20326,58051,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,5/31/2012,178705.78
83519,986,58103,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,6/30/2012,146415.65
82933,1320,56560,zip,MN,MN,Moorhead,"Fargo, ND-MN",Clay County,6/30/2012,155194.49
83520,1490,58104,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,6/30/2012,206023.81
83515,2184,58078,zip,ND,ND,West Fargo,"Fargo, ND-MN",Cass County,6/30/2012,181568.99
83518,3450,58102,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,6/30/2012,151050.11
83489,13464,58047,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,6/30/2012,211710.72
82925,13904,56549,zip,MN,MN,Hawley,"Fargo, ND-MN",Clay County,6/30/2012,180308.92
82908,13962,56529,zip,MN,MN,Dilworth,"Fargo, ND-MN",Clay County,6/30/2012,153407.28
83467,17971,58012,zip,ND,ND,Casselton,"Fargo, ND-MN",Cass County,6/30/2012,183487.55
83492,20326,58051,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,6/30/2012,179852.74
83519,986,58103,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,7/31/2012,146856.56
82933,1320,56560,zip,MN,MN,Moorhead,"Fargo, ND-MN",Clay County,7/31/2012,155229.97
83520,1490,58104,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,7/31/2012,207564.13
83515,2184,58078,zip,ND,ND,West Fargo,"Fargo, ND-MN",Cass County,7/31/2012,182251.91
83518,3450,58102,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,7/31/2012,151246.92
83489,13464,58047,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,7/31/2012,212229.83
82925,13904,56549,zip,MN,MN,Hawley,"Fargo, ND-MN",Clay County,7/31/2012,181360.49
82908,13962,56529,zip,MN,MN,Dilworth,"Fargo, ND-MN",Clay County,7/31/2012,154103.54
83467,17971,58012,zip,ND,ND,Casselton,"Fargo, ND-MN",Cass County,7/31/2012,184013.62
83492,20326,58051,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,7/31/2012,181245.67
83519,986,58103,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,8/31/2012,147415.11
82933,1320,56560,zip,MN,MN,Moorhead,"Fargo, ND-MN",Clay County,8/31/2012,155446.81
83520,1490,58104,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,8/31/2012,209214.18
83515,2184,58078,zip,ND,ND,West Fargo,"Fargo, ND-MN",Cass County,8/31/2012,183134.63
83518,3450,58102,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,8/31/2012,151589.56
83489,13464,58047,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,8/31/2012,213622.66
82925,13904,56549,zip,MN,MN,Hawley,"Fargo, ND-MN",Clay County,8/31/2012,182947.41
82908,13962,56529,zip,MN,MN,Dilworth,"Fargo, ND-MN",Clay County,8/31/2012,154668.00
83467,17971,58012,zip,ND,ND,Casselton,"Fargo, ND-MN",Cass County,8/31/2012,184505.96
83492,20326,58051,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,8/31/2012,182753.39
83519,986,58103,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,9/30/2012,147700.47
82933,1320,56560,zip,MN,MN,Moorhead,"Fargo, ND-MN",Clay County,9/30/2012,155786.52
83520,1490,58104,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,9/30/2012,210213.57
83515,2184,58078,zip,ND,ND,West Fargo,"Fargo, ND-MN",Cass County,9/30/2012,183338.09
83518,3450,58102,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,9/30/2012,151838.52
83489,13464,58047,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,9/30/2012,214604.38
82925,13904,56549,zip,MN,MN,Hawley,"Fargo, ND-MN",Clay County,9/30/2012,184156.52
82908,13962,56529,zip,MN,MN,Dilworth,"Fargo, ND-MN",Clay County,9/30/2012,154471.44
83467,17971,58012,zip,ND,ND,Casselton,"Fargo, ND-MN",Cass County,9/30/2012,184758.82
83492,20326,58051,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,9/30/2012,183693.69
83519,986,58103,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,10/31/2012,148590.88
82933,1320,56560,zip,MN,MN,Moorhead,"Fargo, ND-MN",Clay County,10/31/2012,155989.36
83520,1490,58104,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,10/31/2012,211154.35
83515,2184,58078,zip,ND,ND,West Fargo,"Fargo, ND-MN",Cass County,10/31/2012,183717.99
83518,3450,58102,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,10/31/2012,152857.04
83489,13464,58047,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,10/31/2012,216170.97
82925,13904,56549,zip,MN,MN,Hawley,"Fargo, ND-MN",Clay County,10/31/2012,185174.71
82908,13962,56529,zip,MN,MN,Dilworth,"Fargo, ND-MN",Clay County,10/31/2012,154255.24
83467,17971,58012,zip,ND,ND,Casselton,"Fargo, ND-MN",Cass County,10/31/2012,185777.51
83492,20326,58051,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,10/31/2012,185267.57
83519,986,58103,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,11/30/2012,149600.62
82933,1320,56560,zip,MN,MN,Moorhead,"Fargo, ND-MN",Clay County,11/30/2012,156272.22
83520,1490,58104,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,11/30/2012,212294.17
83515,2184,58078,zip,ND,ND,West Fargo,"Fargo, ND-MN",Cass County,11/30/2012,184235.73
83518,3450,58102,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,11/30/2012,153815.08
83489,13464,58047,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,11/30/2012,217082.36
82925,13904,56549,zip,MN,MN,Hawley,"Fargo, ND-MN",Clay County,11/30/2012,185338.81
82908,13962,56529,zip,MN,MN,Dilworth,"Fargo, ND-MN",Clay County,11/30/2012,153861.98
83467,17971,58012,zip,ND,ND,Casselton,"Fargo, ND-MN",Cass County,11/30/2012,187065.15
83492,20326,58051,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,11/30/2012,186368.88
83519,986,58103,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,12/31/2012,150715.09
82933,1320,56560,zip,MN,MN,Moorhead,"Fargo, ND-MN",Clay County,12/31/2012,156633.60
83520,1490,58104,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,12/31/2012,213546.38
83515,2184,58078,zip,ND,ND,West Fargo,"Fargo, ND-MN",Cass County,12/31/2012,185060.96
83518,3450,58102,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,12/31/2012,154960.89
83489,13464,58047,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,12/31/2012,218713.69
82925,13904,56549,zip,MN,MN,Hawley,"Fargo, ND-MN",Clay County,12/31/2012,184577.79
82908,13962,56529,zip,MN,MN,Dilworth,"Fargo, ND-MN",Clay County,12/31/2012,153690.67
83467,17971,58012,zip,ND,ND,Casselton,"Fargo, ND-MN",Cass County,12/31/2012,188473.01
83492,20326,58051,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,12/31/2012,187597.82
83519,986,58103,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,1/31/2013,151539.40
82933,1320,56560,zip,MN,MN,Moorhead,"Fargo, ND-MN",Clay County,1/31/2013,157153.27
83520,1490,58104,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,1/31/2013,215182.93
83515,2184,58078,zip,ND,ND,West Fargo,"Fargo, ND-MN",Cass County,1/31/2013,185995.06
83518,3450,58102,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,1/31/2013,155594.06
83489,13464,58047,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,1/31/2013,220912.51
82925,13904,56549,zip,MN,MN,Hawley,"Fargo, ND-MN",Clay County,1/31/2013,183260.29
82908,13962,56529,zip,MN,MN,Dilworth,"Fargo, ND-MN",Clay County,1/31/2013,153384.96
83467,17971,58012,zip,ND,ND,Casselton,"Fargo, ND-MN",Cass County,1/31/2013,189423.24
83492,20326,58051,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,1/31/2013,188015.07
83519,986,58103,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,2/28/2013,152084.56
82933,1320,56560,zip,MN,MN,Moorhead,"Fargo, ND-MN",Clay County,2/28/2013,157971.51
83520,1490,58104,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,2/28/2013,216459.66
83515,2184,58078,zip,ND,ND,West Fargo,"Fargo, ND-MN",Cass County,2/28/2013,186689.25
83518,3450,58102,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,2/28/2013,156184.55
83489,13464,58047,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,2/28/2013,223072.82
82925,13904,56549,zip,MN,MN,Hawley,"Fargo, ND-MN",Clay County,2/28/2013,182387.48
82908,13962,56529,zip,MN,MN,Dilworth,"Fargo, ND-MN",Clay County,2/28/2013,153307.02
83467,17971,58012,zip,ND,ND,Casselton,"Fargo, ND-MN",Cass County,2/28/2013,189964.97
83492,20326,58051,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,2/28/2013,187875.29
83519,986,58103,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,3/31/2013,152609.42
82933,1320,56560,zip,MN,MN,Moorhead,"Fargo, ND-MN",Clay County,3/31/2013,158965.31
83520,1490,58104,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,3/31/2013,217567.93
83515,2184,58078,zip,ND,ND,West Fargo,"Fargo, ND-MN",Cass County,3/31/2013,187418.68
83518,3450,58102,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,3/31/2013,156450.68
83489,13464,58047,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,3/31/2013,225321.42
82925,13904,56549,zip,MN,MN,Hawley,"Fargo, ND-MN",Clay County,3/31/2013,182521.41
82908,13962,56529,zip,MN,MN,Dilworth,"Fargo, ND-MN",Clay County,3/31/2013,153958.91
83467,17971,58012,zip,ND,ND,Casselton,"Fargo, ND-MN",Cass County,3/31/2013,190067.72
83492,20326,58051,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,3/31/2013,187552.05
83519,986,58103,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,4/30/2013,152911.89
82933,1320,56560,zip,MN,MN,Moorhead,"Fargo, ND-MN",Clay County,4/30/2013,160021.80
83520,1490,58104,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,4/30/2013,217885.44
83515,2184,58078,zip,ND,ND,West Fargo,"Fargo, ND-MN",Cass County,4/30/2013,187843.29
83518,3450,58102,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,4/30/2013,156651.77
83489,13464,58047,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,4/30/2013,226772.15
82925,13904,56549,zip,MN,MN,Hawley,"Fargo, ND-MN",Clay County,4/30/2013,183524.72
82908,13962,56529,zip,MN,MN,Dilworth,"Fargo, ND-MN",Clay County,4/30/2013,155091.27
83467,17971,58012,zip,ND,ND,Casselton,"Fargo, ND-MN",Cass County,4/30/2013,189739.39
83492,20326,58051,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,4/30/2013,187424.15
83519,986,58103,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,5/31/2013,153706.39
82933,1320,56560,zip,MN,MN,Moorhead,"Fargo, ND-MN",Clay County,5/31/2013,160835.55
83520,1490,58104,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,5/31/2013,218632.38
83515,2184,58078,zip,ND,ND,West Fargo,"Fargo, ND-MN",Cass County,5/31/2013,188815.43
83518,3450,58102,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,5/31/2013,157448.09
83489,13464,58047,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,5/31/2013,229169.90
82925,13904,56549,zip,MN,MN,Hawley,"Fargo, ND-MN",Clay County,5/31/2013,184526.80
82908,13962,56529,zip,MN,MN,Dilworth,"Fargo, ND-MN",Clay County,5/31/2013,156294.81
83467,17971,58012,zip,ND,ND,Casselton,"Fargo, ND-MN",Cass County,5/31/2013,190088.11
83492,20326,58051,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,5/31/2013,188592.01
83519,986,58103,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,6/30/2013,154558.85
82933,1320,56560,zip,MN,MN,Moorhead,"Fargo, ND-MN",Clay County,6/30/2013,161400.23
83520,1490,58104,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,6/30/2013,219891.37
83515,2184,58078,zip,ND,ND,West Fargo,"Fargo, ND-MN",Cass County,6/30/2013,190059.16
